Begin Time - hh:mm:ss.ms	End Time - hh:mm:ss.ms	P1	Time	P2	SD_P1_Michelina	SD_P2_Michelina	SD_Notes_Michelina
00:29:12.700	00:29:13.000	okay					
00:29:41.500	00:29:43.300			okay I'll do this okay okay			
00:29:42.890	00:41:56.360		T2 				
00:30:04.100	00:30:05.600	all right thank you					
00:30:07.700	00:30:09.100	I'll skip these ten problems					
00:30:09.100	00:30:09.400	done					
00:30:09.400	00:30:11.500	all right what do we have					
00:30:12.000	00:30:15.500			so negative three plus the x equals the twenty-two			
00:30:15.500	00:30:18.100			well I suppose you probably know what to do			
00:30:18.100	00:30:21.700			that was a lot for me to do this number			
00:30:21.700	00:30:23.100			it's really important			
00:30:23.200	00:30:28.000			it's a really important number right there			
00:30:28.000	00:30:29.000	what are you doing					
00:30:29.500	00:30:30.400			oh crap			
00:30:30.800	00:30:31.700	you are curse					
00:30:33.700	00:30:36.200			why am I allowed to undo your Scribbles			
00:30:36.200	00:30:38.500			okay okay x equals twenty-five			
00:30:38.600	00:30:39.900			we're just going to leave it that (laughter)			
00:30:40.800	00:30:41.500	yup that's					
00:30:42.500	00:30:44.400			all right negative y plus eight			
00:30:44.800	00:30:48.900			what the what am I what's going ah			
00:30:48.900	00:30:51.600	so I assume I want to pause filler subtract eighteen first					
00:30:52.200	00:30:53.900			yup or subtract the eighteen			
00:30:55.100	00:30:59.000	and then what do we get there pause filler					
00:30:59.300	00:30:59.800			well you'd get pause filler			
00:31:00.600	00:31:00.700	five					
00:31:00.800	00:31:03.300			twenty-three minus eighteen is that five			
00:31:03.300	00:31:05.200			yeah I think that is five			
00:31:05.200	00:31:07.300			the answer is five			
00:31:07.300	00:31:14.700	and then just multiply by negative one because you don't want a negative variable so					
00:31:14.900	00:31:18.500			we'll leave it y equals negative five			
00:31:18.500	00:31:19.900	perfect					
00:31:20.500	00:31:22.100			that's it			
00:31:22.100	00:31:23.900	oh I skipped one my bad					
00:31:24.400	00:31:27.300			all right negative k minus fourteen			
00:31:28.500	00:31:31.200			ah this time you have two variables			
00:31:31.200	00:31:33.600			so you'll have to like get rid of one of them			
00:31:33.700	00:31:35.300			I recommend adding it makes it easier			
00:31:35.800	00:31:37.100	yeah I'll add by k					
00:31:38.000	00:31:38.100			okay			
00:31:38.200	00:31:46.000	and then I get negative fourteen equals thirty-six					
00:31:46.500	00:31:49.100			plus two k I think all right yeah			
00:31:51.800	00:31:54.500	and then add fourteen					
00:31:55.600	00:31:57.000			pause filler you could add fourteen			
00:31:57.000	00:31:59.100			but I'd recommend subtracting them			
00:31:59.100	00:32:01.000	oh yeah yeah yeah mine just only do that yeah					
00:32:01.400	00:32:01.700			yeah			
00:32:05.500	00:32:07.100	and then I'm going to get					
00:32:08.300	00:32:12.200	pause filler what am I going to get here					
00:32:13.300	00:32:16.100			pause filler negative fifty no			
00:32:16.100	00:32:19.200	yeah negative fifty because yeah					
00:32:19.200	00:32:19.400			yup			
00:32:19.800	00:32:21.500	negative fifty					
00:32:22.900	00:32:24.500			equals two k right			
00:32:24.700	00:32:26.600	yup and divide					
00:32:27.600	00:32:37.600			by two and you like thing good five solve next			
00:32:39.000	00:32:40.500	pause filler again two variables					
00:32:40.500	00:32:45.000	I'll do the same thing as the last time add p					
00:32:45.800	00:32:49.300			so then you get two b			
00:32:49.800	00:32:52.200			or two b equals thirteen yeah			
00:32:52.300	00:32:54.400	then I'll subtract that					
00:32:54.400	00:32:55.200	and I get here					
00:32:56.400	00:32:58.700			so then you'd get four I believe			
00:32:58.800	00:32:59.500	oh yeah four					
00:32:59.600	00:33:00.300	oops undo					
00:33:05.600	00:33:05.800	yeah					
00:33:06.700	00:33:07.500			yup			
00:33:07.900	00:33:10.900	four equals two b					
00:33:11.300	00:33:13.500	b equals two					
00:33:14.200	00:33:14.400			good			
00:33:14.400	00:33:15.500	is that all good					
00:33:15.500	00:33:16.800			yup pretty sure so			
00:33:17.500	00:33:18.000			oh yeah			
00:33:20.000	00:33:23.600			I can do this thing			
00:33:23.600	00:33:23.900	all right pause filler					
00:33:23.900	00:33:27.100			negative nine g equals eighty-one huh			
00:33:27.100	00:33:32.100	so first I want to make the variable positive right					
00:33:32.800	00:33:33.900			yeah I think that's reasonable			
00:33:36.300	00:33:47.400			nine g equals eighty-one or negative eighty-one			
00:33:47.400	00:33:52.100	I'm just going to make that negative					
00:33:52.100	00:33:54.500	yup that's negative that's all					
00:33:54.500	00:33:54.800			yup (inaudible)			
00:33:55.000	00:34:00.000	all right and then g would equal negative nine					
00:34:01.000	00:34:06.500			yup because you just divide it by the eighty-one			
00:34:06.500	00:34:07.400	exactly yup					
00:34:07.500	00:34:07.700	oops					
00:34:07.700	00:34:12.100			okay well skip			
00:34:12.100	00:34:12.400			okay			
00:34:12.400	00:34:15.600			so eighty-two equals negative eight y plus ten			
00:34:16.400	00:34:16.900	two					
00:34:18.400	00:34:20.800	is this correct					
00:34:20.800	00:34:22.300	I'm just making sure					
00:34:22.300	00:34:23.900			yup I think so yup pretty sure			
00:34:23.900	00:34:26.400	and then multiply it by negative one					
00:34:26.699	00:34:29.300	and I'm going to get myself up on this side					
00:34:29.300	00:34:40.199	so multiply equals negative just let me do divide it by eight					
00:34:41.500	00:34:44.400	and that's nine yeah					
00:34:45.800	00:34:48.300	y equals nine					
00:34:49.600	00:34:52.699			okay next oh try			
00:34:52.699	00:34:54.199	we're really good at skipping things					
00:34:54.900	00:34:58.500			yeah because we both go for the thing okay			
00:34:58.500	00:34:59.900	so					
00:35:00.700	00:35:02.300			because this is only one variable			
00:35:02.300	00:35:08.100			so we should just get rid of the constant on the right side or on the side with the variable or			
00:35:09.700	00:35:12.900			so pause filler a hundred seven minus sixty-five			
00:35:12.900	00:35:14.100			I'll have to do math			
00:35:14.100	00:35:16.300			oh wait no you'll have to do math uh-huh			
00:35:16.300	00:35:18.200	oh I have to do math					
00:35:19.400	00:35:23.300	one o seven sixty-five					
00:35:26.100	00:35:27.300	we got two					
00:35:27.800	00:35:30.800	and we got four					
00:35:30.800	00:35:33.100	oh yeah yeah oh I did that wrong					
00:35:33.500	00:35:34.400	I suck at					
00:35:34.700	00:35:36.400			no you did that right			
00:35:36.700	00:35:37.700			I think you did			
00:35:37.700	00:35:38.400			I'm certain you did			
00:35:38.400	00:35:39.500			yes you did			
00:35:39.600	00:35:40.800			I felt very badly			
00:35:41.300	00:35:44.600	yeah so yup yup yup					
00:35:45.400	00:35:46.000	pause filler forty-two					
00:35:46.800	00:35:47.500	so forty-two					
00:35:47.500	00:35:52.200	anyway we'll just do negative forty-two because we're going to multiply it by negative one					
00:35:52.200	00:35:55.900			yup five equals x or fourteen x			
00:35:56.200	00:35:57.500	equals fourteen x					
00:35:58.000	00:36:00.600	and it's three I'm guessing					
00:36:00.700	00:36:01.100	yeah x					
00:36:01.400	00:36:03.100	I'm just doing it in my head					
00:36:03.100	00:36:05.700	pause filler I guess x equals three					
00:36:05.700	00:36:11.100			x equals three I'm not so sure because forty-two divided by fourteen			
00:36:12.000	00:36:15.500	would it equal I don't feel it's not going to be two					
00:36:15.500	00:36:20.400			let's see I know you can turn this to seven			
00:36:20.700	00:36:21.000	well no					
00:36:21.000	00:36:24.700			yeah yeah this is pause filler twenty-one over seven			
00:36:24.800	00:36:27.500			oh which means it's one over wait one over three			
00:36:29.000	00:36:29.300	so					
00:36:29.500	00:36:30.600			no yeah I think you're right			
00:36:30.600	00:36:31.900			it is three oh wait yeah			
00:36:32.200	00:36:35.000	all right we could always guess and check					
00:36:35.000	00:36:36.900	but I'm pretty sure yeah					
00:36:37.600	00:36:38.700	so let's move on					
00:36:38.700	00:36:40.200			yeah that's three over one yup			
00:36:41.500	00:36:43.200	oh lots of negatives					
00:36:43.700	00:36:46.100	so let's do this first					
00:36:46.100	00:36:47.500			start by adding yup			
00:36:48.500	00:36:56.500	pause filler yeah seventy-five equals negative nine k					
00:36:57.600	00:37:06.800	and let's negative seventy nine k					
00:37:09.500	00:37:10.500	which is					
00:37:12.200	00:37:13.600	feel like					
00:37:16.900	00:37:19.100	so five right					
00:37:20.000	00:37:21.400	so k equals negative five					
00:37:23.400	00:37:25.700			all right wait			
00:37:25.700	00:37:27.800	is that correct wait no no not five					
00:37:27.800	00:37:29.400			is that twenty-five			
00:37:30.000	00:37:30.600	twenty-five					
00:37:31.600	00:37:33.600			can you divide twenty-five by three no			
00:37:34.900	00:37:36.000	well we're doing					
00:37:36.000	00:37:38.800			simplify it up			
00:37:38.800	00:37:39.400	we're doing					
00:37:40.500	00:37:43.000	negative seventy-five divided by nine					
00:37:43.100	00:37:44.100			well it's seventy-five			
00:37:44.100	00:37:45.000			I thought it was twenty-five			
00:37:45.800	00:37:46.500	yeah sorry					
00:37:47.200	00:37:49.300	seventy-five so					
00:37:49.300	00:37:54.500			seventy-five I think it's only seventy-five nines because I don't think you can divide it by three or anything for nine			
00:37:56.100	00:38:01.800			let's see if you divide it by nine it would be pause filler oh wait it's things line up to nine			
00:38:01.800	00:38:02.600			and they go			
00:38:02.600	00:38:03.300			so no			
00:38:04.600	00:38:06.000			and if you added it up			
00:38:06.000	00:38:11.600			and if it were divisible by three that would be divisible by three			
00:38:11.600	00:38:14.300			oh wait no it is divisible by three twenty-five			
00:38:15.100	00:38:16.500	so oh yeah twenty-five					
00:38:17.100	00:38:18.800	and then just do twenty so					
00:38:18.900	00:38:20.500			twenty-five over three			
00:38:20.500	00:38:21.500	twenty-five over three					
00:38:21.600	00:38:26.700	and I don't think you can simplify that anymore					
00:38:26.700	00:38:30.000			yeah I don't think it can get simplified any more than that			
00:38:30.000	00:38:30.700			twenty-five over three			
00:38:30.700	00:38:32.600	and (inaudible) really quickly just say that we					
00:38:33.200	00:38:35.900			yeah (inaudible) did that yup			
00:38:36.200	00:38:38.800	yeah something like that there					
00:38:39.600	00:38:41.100			say something that just looks like math			
00:38:41.100	00:38:42.500			so it looks like we did something			
00:38:42.500	00:38:45.400	all right pause filler so you look first					
00:38:45.400	00:38:46.900	let's add fifteen first					
00:38:47.900	00:38:55.300			yup again negative two equal ninety minus sixteen right			
00:38:56.800	00:38:57.800	yup					
00:38:58.200	00:39:01.600			and then you would add the sixteen			
00:39:06.100	00:39:07.200	exactly					
00:39:11.300	00:39:16.000	pause filler sixteen so forty-eight					
00:39:16.700	00:39:19.900	no forty-six negative forty-six					
00:39:20.100	00:39:21.900			no no no because they're both negative right			
00:39:22.800	00:39:24.900	oh yeah no no no no this is negative					
00:39:24.900	00:39:26.500	and so I'm adding it right					
00:39:27.500	00:39:28.300			okay you're adding it			
00:39:28.400	00:39:29.500			okay I forgot about that			
00:39:30.900	00:39:32.700			yeah then you'd be right			
00:39:32.900	00:39:34.400			so yeah it would be forty-six right			
00:39:34.400	00:39:35.900			I think so let me think (sfx)			
00:39:37.000	00:39:39.400	wait no I don't think it's forty-six					
00:39:39.600	00:39:46.900			pause filler actually you would be thirty-six right because it would be thirty-six because you'd go			
00:39:46.900	00:39:49.200			yeah I think it would be thirty-six yeah			
00:39:50.400	00:39:54.000	yeah and so p would equal four					
00:39:55.900	00:39:59.100			that's yup let me just check if that's right			
00:39:59.100	00:40:01.300			the problems it's nine			
00:40:01.300	00:40:02.300	number nine yeah					
00:40:02.400	00:40:06.300	you can always yeah check it					
00:40:04.000	00:40:05.000			pause filler			
00:40:06.300	00:40:12.300			okay this thing no this isn't even the right question			
00:40:12.300	00:40:13.700			okay it's not even the right question			
00:40:13.700	00:40:14.800			okay whatever sure			
00:40:15.800	00:40:17.300			let's just say that			
00:40:20.200	00:40:21.400	oh boy all right					
00:40:21.500	00:40:23.200			this is just going to be interesting			
00:40:24.400	00:40:25.500	first thing's first					
00:40:25.700	00:40:28.300			get rid of the W weird things on both sides			
00:40:28.300	00:40:29.900			so fourteen Ws yes			
00:40:30.700	00:40:37.700			so that would mean forty w plus nineteen equals negative one forty-one			
00:40:38.100	00:40:39.500			oh my god			
00:40:41.300	00:40:42.100	okay wait pause filler					
00:40:42.300	00:40:45.400			it's forty because pause filler you add the one			
00:40:45.500	00:40:49.600			and you had the nones pause filler			
00:40:49.700	00:40:54.800	okay and then minus subtract I mean pause filler nineteen					
00:40:55.100	00:40:55.700	gosh					
00:40:57.600	00:40:59.100	and then it's negative					
00:40:59.100	00:41:02.800	so it's negative one sixty					
00:41:03.500	00:41:06.900			I really hope this data is worth a lot		SD	
00:41:06.900	00:41:09.000			I hope this data is work stuff			
00:41:09.300	00:41:10.000			we work stuff data			
00:41:10.000	00:41:16.500	am I doing this correctly					
00:41:17.000	00:41:17.600			I think so			
00:41:18.200	00:41:18.600			okay			
00:41:18.600	00:41:25.000			yup one sixty and			
00:41:25.000	00:41:27.200			so you divide it by forty			
00:41:27.300	00:41:32.900			and one sixty divided four it's like wait four times			
00:41:32.900	00:41:35.500	I'm just going to count in my yeah					
00:41:35.800	00:41:36.300	it's four					
00:41:36.300	00:41:36.800	it's four yeah					
00:41:36.900	00:41:37.400			yes it's four			
00:41:37.400	00:41:38.700			yeah it's four I believe it's four			
00:41:38.700	00:41:41.000			it's negative or yeah it's negative			
00:41:41.000	00:41:42.200	it is negative two yeah					
00:41:42.600	00:41:42.800			yup			
00:41:43.100	00:41:43.700	negative four					
00:41:44.700	00:41:46.500			okay oh stop			
00:41:46.500	00:41:47.700	love it					
00:41:49.700	00:41:54.000			pause filler you want to be the one to get them or			
00:41:54.000	00:41:54.600	I'll do it					
00:41:54.600	00:41:56.300			yeah it hasn't crashed this time so			
00:41:56.400	00:42:00.600			it's always good			
00:42:02.600	00:42:18.200			pretty typical that we don't have twenty-two			
00:42:18.200	00:42:24.800			you've gone to the page that is paged			
00:42:25.700	00:42:25.900			good			
00:42:29.400	00:42:31.200			bonus round nice			
00:42:44.200	00:42:44.600			good			
00:42:50.100	00:42:53.500			well so this time we don't get the guide worksheet			
00:42:50.681	00:49:54.500		T2 				
00:42:54.300	00:42:54.800			like whoop			
00:42:54.800	00:42:58.000			all right so we have Ys on both sides			
00:42:58.000	00:42:59.400			so we have to fix that right			
00:43:00.400	00:43:00.600	yeah					
00:43:01.500	00:43:08.700			so pause filler yeah I think we know what we're doing right			
00:43:08.700	00:43:09.500	yeah					
00:43:09.500	00:43:10.200			negative sixty-three pause filler			
00:43:10.200	00:43:11.000			so two y yup			
00:43:11.000	00:43:15.200			and then subtract the thing on that side			
00:43:15.200	00:43:19.700			you get hundred and six I think			
00:43:19.820	00:43:20.470	Yep					
00:43:20.200	00:43:21.600			yeah negative hundred six			
00:43:21.700	00:43:26.500			negative hundred six equals two y between that is y equals			
00:43:28.700	00:43:31.000			pause filler negative six divided by pause filler			
00:43:31.600	00:43:34.800	wait it would be like pause filler fifty-three negative fifty-three					
00:43:35.200	00:43:37.100			okay that would be fifty-three			
00:43:37.100	00:43:40.700			it's quite simplistic and my dear Watson			
00:43:41.200	00:43:48.000			and I'm pause filler Sherlock or whatever Sherlock Holmes			
00:43:48.700	00:43:54.900			okay pause filler this thing yes negative one eighty-two minus p equals forty-eight plus p			
00:43:54.900	00:43:57.400			so we have like the weird Ps on both sides			
00:43:58.800	00:44:01.200			forty-eight plus p two p right yeah			
00:44:01.700	00:44:03.700			let's do this			
00:44:03.700	00:44:08.400			pause filler and is that negative or no it's			
00:44:08.400	00:44:08.600	no					
00:44:09.100	00:44:10.100			yeah so it's positives			
00:44:10.100	00:44:11.900			so you just subtract it again right			
00:44:12.400	00:44:12.600	yeah					
00:44:13.100	00:44:15.500			so then on that side it would be			
00:44:15.500	00:44:16.000			negative			
00:44:16.000	00:44:18.300			it would be negative quantity			
00:44:19.000	00:44:21.100	wait wait wait I think I got it					
00:44:21.100	00:44:22.200	but you can go ahead					
00:44:22.200	00:44:26.000			it would be like negative quantity one and two plus forty-eight			
00:44:26.500	00:44:26.800			so thirty-two			
00:44:26.800	00:44:29.800	so negative two hundred and thirty right					
00:44:29.800	00:44:30.500			negative thirty			
00:44:30.500	00:44:31.000			yup there you go			
00:44:31.000	00:44:31.900			thanks			
00:44:31.900	00:44:33.600			that's really great			
00:44:33.900	00:44:35.300			negative thirty pause filler			
00:44:36.400	00:44:38.100	equals two p					
00:44:38.100	00:44:39.900			yup two p			
00:44:39.900	00:44:43.500			so then I guess you just divide the things by stuff so			
00:44:43.500	00:44:45.700	p would equal pause filler negative					
00:44:45.700	00:44:51.000			one fifteen negative one fifteen right yeah because yeah yeah			
00:44:51.000	00:44:53.000	wait yeah wait negative one fifteen					
00:44:53.000	00:44:55.400			yup because thirty-eight divided by two is fifteen			
00:44:55.400	00:44:59.600			and two hundred divided by two is a hundred			
00:44:59.600	00:45:01.100	wait negative					
00:45:01.100	00:45:02.000			yeah let me try			
00:45:02.000	00:45:03.000	oh negative two fifteen					
00:45:03.000	00:45:06.000	I thought you just meant negative two fifty yeah negative two fifty					
00:45:06.300	00:45:07.500	yup that's great yup					
00:45:07.500	00:45:09.600			one fifteen to times two			
00:45:09.600	00:45:14.900			I'm just getting zero carry to one three yeah two yeah			
00:45:14.900	00:45:16.100			good we did it			
00:45:16.800	00:45:17.500			high five			
00:45:17.500	00:45:20.500			except we can't high five because we're in like different rooms			
00:45:21.600	00:45:24.100	all right plus two first					
00:45:24.100	00:45:28.500			let's get the weird variables on the same side			
00:45:30.000	00:45:39.600			this is like algebra one o one one o one o one o one o one o one one one one one one one one one one			
00:45:39.600	00:45:45.700	three six I'm just going to write out like a bum					
00:45:46.100	00:45:48.300			yup			
00:45:48.300	00:45:49.200	oh my gosh					
00:45:50.000	00:45:54.200			so one twenty-nine then fifty-three seven three			
00:45:54.200	00:45:57.700			so it would be two			
00:45:57.700	00:45:59.700			wait yeah yeah wait wait			
00:45:59.700	00:46:00.600			is that nine			
00:46:00.900	00:46:01.600	it's a six					
00:46:01.600	00:46:03.300	yeah this is a nine					
00:46:04.100	00:46:08.700			so then yeah it wouldn't be two right because pause filler a two			
00:46:08.700	00:46:12.000			wait oh yeah I think you're multiplying			
00:46:12.000	00:46:12.800			you're multiplying			
00:46:12.800	00:46:14.700	oh I'm subtracting this					
00:46:15.100	00:46:15.900			oh you're subtracting			
00:46:16.400	00:46:17.400	subtracting					
00:46:18.400	00:46:19.700			yeah you're right you are subtracting			
00:46:20.300	00:46:22.600			so yeah you're right then it would be six and then			
00:46:22.600	00:46:24.300	and then eighty-six right					
00:46:24.700	00:46:25.500			yup I think so			
00:46:25.700	00:46:28.000			in fact I'm sure now sure			
00:46:29.100	00:46:29.700			eighty-six			
00:46:29.700	00:46:32.100	so eighty-six equals two g					
00:46:32.300	00:46:33.600	I think					
00:46:33.600	00:46:38.200	it's pretty nice that it's all twos I think					
00:46:38.200	00:46:38.500			yeah			
00:46:38.500	00:46:40.900	my head and I don't have to					
00:46:40.900	00:46:42.700	anyway eighty-six					
00:46:42.700	00:46:44.600	so to put that on half					
00:46:44.600	00:46:46.300	and then we get forty-three so					
00:46:46.300	00:46:50.600			provided we have to do this on numbers that are not stupid			
00:46:50.600	00:46:53.900	all right and					
00:46:54.200	00:46:55.900	pause filler this seems fun					
00:46:55.900	00:46:57.400			M&amp;M (inaudible) so yeah			
00:46:57.400	00:47:05.800	and then you can also just like do that over there so we get pause filler					
00:47:05.800	00:47:09.800			so we know that it'll be two M			
00:47:10.000	00:47:11.500			so we can pause filler just stop			
00:47:11.500	00:47:16.400			and is that so yeah seventy-one minus forty-three			
00:47:16.400	00:47:17.300			whatever that is			
00:47:18.300	00:47:21.000			it would be like twenty-eight			
00:47:21.000	00:47:26.000			just about the best of it I guess			
00:47:26.700	00:47:30.000	twenty-eight					
00:47:30.000	00:47:34.000	yup twenty-eight equals to pause filler					
00:47:34.000	00:47:38.900			which means that yeah			
00:47:39.900	00:47:40.200	pause filler wait					
00:47:40.300	00:47:46.400			fourteen right oh which means oh it's seven time four huh that (inaudible)			
00:47:46.600	00:47:47.500	wait fourteen					
00:47:47.500	00:47:49.300			what yeah fourteen			
00:47:49.300	00:47:50.900	yup yup yeah fourteen					
00:47:55.900	00:47:57.500			it's like you addressed on the board			
00:47:57.900	00:47:59.000			you like steal it			
00:47:59.700	00:48:02.700	anyway pause filler let's add					
00:48:03.600	00:48:06.100			oh oh look we have another thing			
00:48:06.600	00:48:08.600			say yeah plus eleven x certainly			
00:48:08.600	00:48:16.300			so so that means that negative sixty-five equals seven			
00:48:16.300	00:48:16.600	eighteen					
00:48:16.800	00:48:26.300			yeah eighteen plus eighteen or seven plus eleven or seven eleven nine eleven			
00:48:26.300	00:48:30.900			pause filler yeah eighteen x minus twenty-five all right			
00:48:31.400	00:48:34.400	and then that would just be pause filler					
00:48:34.400	00:48:34.800	crap					
00:48:34.800	00:48:36.800	forty					
00:48:36.800	00:48:38.200			forty yeah			
00:48:38.400	00:48:39.800	negative forty negative					
00:48:39.800	00:48:41.000			yup negative forty mind you			
00:48:41.000	00:48:46.100			so negative are very important because I mean that's literally twice the difference			
00:48:47.200	00:48:47.600			huh two			
00:48:47.600	00:48:51.500	and it's eighteen					
00:48:51.500	00:48:54.500	so like eighteen					
00:48:55.100	00:48:59.300	eighteen does not go into forty so					
00:48:59.900	00:49:01.100			well you can divide them both by two			
00:49:01.100	00:49:02.400			so you get twenty over			
00:49:02.400	00:49:05.400	yeah we'll just have to simplify that out					
00:49:05.400	00:49:06.500			twenty over nine			
00:49:06.500	00:49:08.600			and I think that's just it twenty over nine			
00:49:09.700	00:49:11.700	well we can't divide it by three					
00:49:11.700	00:49:13.200	we can't divide it by four					
00:49:13.200	00:49:14.100	we can't divide it					
00:49:14.100	00:49:15.300			well you should divide it by four			
00:49:15.300	00:49:16.800			wait does eighteen divide by four			
00:49:18.100	00:49:20.200	well no four does not go into nine					
00:49:21.100	00:49:21.800			okay yeah			
00:49:22.200	00:49:24.500	yeah so it's just twenty twenty or nine					
00:49:24.500	00:49:28.500			just twenty yup negative nine			
00:49:28.500	00:49:31.200	all right oh it's getting better					
00:49:32.000	00:49:34.300	that's what he said					
00:49:34.300	00:49:36.200	anyway pause filler fifty-six					
00:49:36.800	00:49:39.000			so fifty-six plus forty-four			
00:49:39.200	00:49:40.300			hey that's a nice number			
00:49:40.500	00:49:48.800			one hundred			
00:49:48.800	00:49:50.600			it's a preferable number in fact			
00:49:51.300	00:49:57.100	and then well why don't you look at that two hundred right					
00:49:57.400	00:49:57.900			oh it's time			
00:49:58.800	00:49:59.900			oh it's time			
00:50:07.400	00:50:07.600	okay					
00:50:09.700	00:50:12.000	(inaudible) thank you					
00:50:12.000	00:50:16.300			I'll eat the entire thing			

